Order Date,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales
2018-02-10,Consumer,Springfield,Oregon,West,Office Supplies,Art,Berol Giant Pencil Sharpener,95.144
2018-10-04,Corporate,Jacksonville,Florida,South,Furniture,Furnishings,Stackable Trays,12.32
2018-10-04,Corporate,Jacksonville,Florida,South,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4.419
2018-09-29,Consumer,Bakersfield,California,West,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.0
2018-09-29,Consumer,Bakersfield,California,West,Furniture,Chairs,"Leather Task Chair, Black",72.784
2018-09-29,Consumer,Bakersfield,California,West,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84
2018-09-29,Consumer,Bakersfield,California,West,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75
2018-09-29,Consumer,Bakersfield,California,West,Office Supplies,Binders,Binding Machine Supplies,46.672
2015-09-29,Consumer,New York City,New York,East,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1395.54
2015-09-29,Consumer,New York City,New York,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",117.36
2015-09-29,Consumer,New York City,New York,East,Office Supplies,Labels,Avery 48,18.9
2015-09-29,Consumer,New York City,New York,East,Office Supplies,Paper,White Computer Printout Paper by Universal,77.52
2015-08-20,Consumer,Chicago,Illinois,Central,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",421.372
2015-11-07,Consumer,El Paso,Texas,Central,Technology,Phones,Polycom VVX 310 VoIP phone,575.968
2015-11-07,Consumer,El Paso,Texas,Central,Office Supplies,Paper,Xerox 200,10.368
2016-03-22,Consumer,Thousand Oaks,California,West,Technology,Phones,Square Credit Card Reader,15.984
2018-12-05,Home Office,Springfield,Ohio,East,Office Supplies,Art,Newell 347,10.272
2018-11-13,Corporate,Dallas,Texas,Central,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792
2018-11-13,Corporate,Dallas,Texas,Central,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",205.9992
2017-04-09,Consumer,Knoxville,Tennessee,South,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192
2017-04-09,Consumer,Knoxville,Tennessee,South,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168
2017-04-09,Consumer,Knoxville,Tennessee,South,Office Supplies,Art,Prismacolor Color Pencil Set,31.744
2017-06-02,Corporate,Chattanooga,Tennessee,South,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224
2016-03-22,Corporate,San Diego,California,West,Office Supplies,Paper,Easy-staple paper,105.52
2016-03-22,Corporate,San Diego,California,West,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96
2016-03-22,Corporate,San Diego,California,West,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1487.976
2016-02-07,Home Office,New York City,New York,East,Office Supplies,Paper,Xerox 209,19.44
2016-06-15,Consumer,Tampa,Florida,South,Technology,Accessories,Belkin Standard 104 key USB Keyboard,11.672
2015-11-26,Consumer,Utica,New York,East,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,279.96
2015-11-26,Consumer,Utica,New York,East,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",12.912
2015-11-26,Consumer,Utica,New York,East,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,17.088
2015-11-26,Consumer,Utica,New York,East,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",93.15
2015-11-26,Consumer,Utica,New York,East,Office Supplies,Labels,Avery File Folder Labels,11.52
2018-12-05,Corporate,San Francisco,California,West,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62
2018-12-05,Corporate,San Francisco,California,West,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,7.77
2018-12-05,Corporate,San Francisco,California,West,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",285.48
2018-12-05,Corporate,San Francisco,California,West,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",19.168
2015-02-05,Consumer,Columbus,Ohio,East,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,26.136
2018-03-09,Home Office,New York City,New York,East,Office Supplies,Paper,Xerox 189,419.4
2018-03-09,Home Office,New York City,New York,East,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,90.801
2018-03-09,Home Office,New York City,New York,East,Furniture,Chairs,Global Low Back Tilter Chair,181.764
2018-03-09,Home Office,New York City,New York,East,Office Supplies,Art,Prang Drawing Pencil Set,5.56
2017-03-12,Consumer,Richmond,Indiana,Central,Furniture,Tables,Hon 5100 Series Wood Tables,581.96
2017-03-12,Consumer,Richmond,Indiana,Central,Furniture,Chairs,"Global Stack Chair with Arms, Black",29.98
2016-07-18,Consumer,San Diego,California,West,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,519.96
2017-07-21,Consumer,Concord,North Carolina,South,Office Supplies,Labels,Avery 494,6.264
2017-07-21,Consumer,Concord,North Carolina,South,Furniture,Chairs,"Leather Task Chair, Black",363.92
2016-09-06,Consumer,Miami,Florida,South,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",64.2
2016-09-06,Consumer,Miami,Florida,South,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",38.52
2016-09-06,Consumer,Miami,Florida,South,Technology,Accessories,Logitech Keyboard K120,72.6
2018-11-27,Consumer,Los Angeles,California,West,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,57.568
2016-03-27,Consumer,Seattle,Washington,West,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,83.7
2016-09-22,Home Office,Arlington,Virginia,South,Office Supplies,Paper,Xerox 214,32.4
2016-09-22,Home Office,Arlington,Virginia,South,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",47.98
2016-11-17,Consumer,San Diego,California,West,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,415.968
2016-11-17,Consumer,San Diego,California,West,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,304.9
2016-11-17,Consumer,San Diego,California,West,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96
2016-11-17,Consumer,San Diego,California,West,Office Supplies,Storage,Fellowes Recycled Storage Drawers,777.21
2016-11-17,Consumer,San Diego,California,West,Office Supplies,Paper,Xerox 203,32.4
2016-11-17,Consumer,San Diego,California,West,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,225.568
2016-11-17,Consumer,San Diego,California,West,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,36.6
2016-10-11,Home Office,Roseville,Minnesota,Central,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,715.64
2016-10-11,Home Office,Roseville,Minnesota,Central,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,795.51
2016-10-11,Home Office,Roseville,Minnesota,Central,Technology,Copiers,Sharp 1540cs Digital Laser Copier,549.99
2016-10-11,Home Office,Roseville,Minnesota,Central,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,74.76
2016-10-11,Home Office,Roseville,Minnesota,Central,Furniture,Furnishings,Staple-based wall hangings,29.22
2015-10-09,Home Office,Virginia Beach,Virginia,South,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,9.64
2016-05-08,Corporate,Dallas,Texas,Central,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488
2016-05-08,Corporate,Dallas,Texas,Central,Office Supplies,Supplies,Stiletto Hand Letter Openers,23.04
2016-05-08,Corporate,Dallas,Texas,Central,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,1.362
2016-05-08,Corporate,Dallas,Texas,Central,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76
2018-03-09,Consumer,Concord,California,West,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.666
2016-01-11,Consumer,Conway,Arkansas,South,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",301.96
2016-04-29,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1949,7.968
2017-01-05,Consumer,Little Rock,Arkansas,South,Office Supplies,Paper,Xerox 1914,109.92
2017-01-05,Consumer,Little Rock,Arkansas,South,Office Supplies,Paper,Xerox 1994,19.44
2017-01-05,Consumer,Little Rock,Arkansas,South,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16
2015-05-08,Corporate,Meriden,Connecticut,East,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47
2015-05-08,Corporate,Meriden,Connecticut,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",4.56
2015-05-08,Corporate,Meriden,Connecticut,East,Furniture,Chairs,Hon GuestStacker Chair,1133.35
2017-04-01,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,Newell 312,4.672
2017-04-01,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Avery Arch Ring Binders,104.58
2017-07-11,Home Office,Cheyenne,Wyoming,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136
2017-06-14,Corporate,Anaheim,California,West,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1293.488
2017-09-24,Consumer,Bloomington,Indiana,Central,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95
2018-03-30,Home Office,Columbus,Georgia,South,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",59.76
2018-04-06,Home Office,Jonesboro,Arkansas,South,Office Supplies,Binders,GBC VeloBind Cover Sets,108.08
2018-04-06,Home Office,Jonesboro,Arkansas,South,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,9.54
2016-07-04,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Art,Newell 331,11.736
2015-05-21,Home Office,Lawrence,Massachusetts,East,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86
2015-05-21,Home Office,Lawrence,Massachusetts,East,Office Supplies,Paper,Xerox 1992,17.94
2015-05-21,Home Office,Lawrence,Massachusetts,East,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88
2017-05-09,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 1885,192.16
2017-09-18,Corporate,San Diego,California,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568
2017-09-18,Corporate,San Diego,California,West,Office Supplies,Paper,Xerox 1945,368.91
2017-09-18,Corporate,San Diego,California,West,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",885.528
2017-03-13,Corporate,San Francisco,California,West,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",28.28
2017-03-13,Corporate,San Francisco,California,West,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,4912.59
2015-10-16,Consumer,San Francisco,California,West,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,14.352
2015-10-16,Consumer,San Francisco,California,West,Technology,Accessories,Logitech Illuminated - Keyboard,179.97
2018-08-10,Corporate,Cranston,Rhode Island,East,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76
2016-07-05,Consumer,Owensboro,Kentucky,South,Office Supplies,Paper,Xerox 1902,45.68
2017-04-14,Consumer,Baltimore,Maryland,East,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,25.06
2017-11-21,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1910,38.432
2017-11-21,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",21.568
2017-11-21,Consumer,Chicago,Illinois,Central,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,81.576
2018-10-09,Consumer,Atlanta,Georgia,South,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.78
2018-09-09,Corporate,Los Angeles,California,West,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87
2015-01-11,Home Office,Los Angeles,California,West,Office Supplies,Labels,Avery 475,44.4
2015-01-11,Home Office,Los Angeles,California,West,Office Supplies,Paper,Easy-staple paper,21.4
2017-03-04,Consumer,Richmond,Indiana,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",71.12
2017-03-04,Consumer,Richmond,Indiana,Central,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,259.96
2018-12-01,Corporate,San Francisco,California,West,Office Supplies,Envelopes,Staple envelope,9.78
2016-11-20,Home Office,San Francisco,California,West,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,24.192
2017-11-27,Corporate,Westfield,New Jersey,East,Furniture,Furnishings,Ultra Door Pull Handle,31.56
2018-06-11,Home Office,San Francisco,California,West,Office Supplies,Paper,Xerox 191,59.94
2018-06-11,Home Office,San Francisco,California,West,Office Supplies,Paper,Easy-staple paper,45.36
2018-06-11,Home Office,San Francisco,California,West,Office Supplies,Paper,Astroparche Fine Business Paper,26.4
2018-06-11,Home Office,San Francisco,California,West,Office Supplies,Labels,Avery 503,41.4
2018-06-11,Home Office,San Francisco,California,West,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,16.95
2017-02-12,Corporate,San Jose,California,West,Office Supplies,Binders,GBC VeloBind Cover Sets,24.704
2017-02-12,Corporate,San Jose,California,West,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",59.7
2017-02-12,Corporate,San Jose,California,West,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",14.52
2017-02-12,Corporate,San Jose,California,West,Office Supplies,Binders,Satellite Sectional Post Binders,104.184
2017-12-17,Home Office,Seattle,Washington,West,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",46.53
2015-08-24,Corporate,Owensboro,Kentucky,South,Office Supplies,Supplies,Acme Titanium Bonded Scissors,25.5
2016-09-17,Consumer,New York City,New York,East,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9
2016-09-17,Consumer,New York City,New York,East,Office Supplies,Labels,Avery 485,87.71
2016-09-17,Consumer,New York City,New York,East,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,199.764
2016-09-17,Consumer,New York City,New York,East,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,94.6
2016-09-17,Consumer,New York City,New York,East,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4228.704
2016-09-17,Consumer,New York City,New York,East,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,2003.92
2016-09-17,Consumer,New York City,New York,East,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97
2016-09-17,Consumer,New York City,New York,East,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9
2016-09-17,Consumer,New York City,New York,East,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",110.96
2016-09-17,Consumer,New York City,New York,East,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8
2017-11-26,Corporate,New York City,New York,East,Furniture,Tables,"Bevis Oval Conference Table, Walnut",313.176
2018-11-19,Consumer,Springfield,Virginia,South,Office Supplies,Art,Newell 349,22.96
2018-03-06,Corporate,Bellingham,Washington,West,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,1099.5
2015-08-04,Corporate,Decatur,Alabama,South,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92
2015-11-10,Corporate,Fayetteville,Arkansas,South,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,7.31
2015-11-10,Corporate,Fayetteville,Arkansas,South,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,8.92
2018-07-07,Consumer,Philadelphia,Pennsylvania,East,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,87.21
2018-07-07,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 216,15.552
2018-07-07,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Apple iPhone 5S,683.988
2018-07-07,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Plastic Stacking Crates & Casters,13.392
2018-07-07,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,16.776
2018-07-07,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,527.92
2017-04-07,Home Office,Seattle,Washington,West,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4
2017-04-07,Home Office,Seattle,Washington,West,Technology,Phones,Avaya 4621SW VoIP phone,177.48
2017-04-07,Home Office,Seattle,Washington,West,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976
2018-05-19,Consumer,Plano,Texas,Central,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,95.992
2018-05-19,Consumer,Plano,Texas,Central,Office Supplies,Labels,Avery 491,13.216
2018-12-10,Consumer,Los Angeles,California,West,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,435.84
2018-12-10,Consumer,Los Angeles,California,West,Office Supplies,Art,Newell 343,5.88
2017-06-08,Consumer,Los Angeles,California,West,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,211.168
2015-08-25,Corporate,Los Angeles,California,West,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",6.28
2015-08-25,Corporate,Los Angeles,California,West,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1
2015-08-25,Corporate,Los Angeles,California,West,Office Supplies,Paper,Xerox 23,25.92
2015-08-25,Corporate,Los Angeles,California,West,Office Supplies,Storage,Portable Personal File Box,48.84
2016-09-14,Home Office,Des Moines,Iowa,Central,Office Supplies,Binders,Wilson Jones Impact Binders,25.9
2018-05-03,Corporate,Southaven,Mississippi,South,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,42.68
2018-05-03,Corporate,Southaven,Mississippi,South,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,299.97
2018-05-03,Corporate,Southaven,Mississippi,South,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24
2018-05-03,Corporate,Southaven,Mississippi,South,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,234.36
2018-04-15,Home Office,Houston,Texas,Central,Office Supplies,Paper,Xerox 207,20.736
2015-03-30,Corporate,New York City,New York,East,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10.5
2015-11-11,Corporate,Reading,Pennsylvania,East,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",23.968
2015-11-11,Corporate,Reading,Pennsylvania,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",521.96
2017-12-03,Corporate,San Francisco,California,West,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",676.55
2017-12-03,Corporate,San Francisco,California,West,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9
2017-12-03,Corporate,San Francisco,California,West,Office Supplies,Envelopes,Security-Tint Envelopes,30.56
2017-12-03,Corporate,San Francisco,California,West,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,770.352
2018-09-02,Corporate,Los Angeles,California,West,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12
2015-11-11,Home Office,Los Angeles,California,West,Technology,Phones,Mophie Juice Pack Helium for iPhone,575.928
2015-11-11,Home Office,Los Angeles,California,West,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78
2015-11-11,Home Office,Los Angeles,California,West,Office Supplies,Paper,Xerox 1979,123.92
2018-08-20,Corporate,San Francisco,California,West,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,17.22
2018-08-20,Corporate,San Francisco,California,West,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56
2018-08-20,Corporate,San Francisco,California,West,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88
2017-01-15,Home Office,New York City,New York,East,Office Supplies,Paper,Xerox 1893,81.98
2015-07-20,Consumer,San Diego,California,West,Office Supplies,Paper,Xerox 189,104.85
2015-07-20,Consumer,San Diego,California,West,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704
2015-07-20,Consumer,San Diego,California,West,Office Supplies,Paper,Xerox 1897,19.92
2015-07-20,Consumer,San Diego,California,West,Furniture,Furnishings,Nu-Dell Leatherette Frames,43.02
2018-06-02,Consumer,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",240.784
2016-12-25,Home Office,New York City,New York,East,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,414.96
2017-08-10,Consumer,Charlotte,North Carolina,South,Office Supplies,Storage,Fellowes Econo/Stor Drawers,387.72
2018-07-13,Corporate,Overland Park,Kansas,Central,Office Supplies,Storage,Standard Rollaway File with Lock,360.38
2018-07-13,Corporate,Overland Park,Kansas,Central,Office Supplies,Paper,Strathmore Photo Mount Cards,13.56
2018-04-24,Consumer,Mesa,Arizona,West,Technology,Phones,AT&T 841000 Phone,552.0
2015-07-09,Home Office,Tulsa,Oklahoma,Central,Furniture,Tables,KI Adjustable-Height Table,429.9
2015-07-09,Home Office,Tulsa,Oklahoma,Central,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.06
2015-07-09,Home Office,Tulsa,Oklahoma,Central,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",161.96
2015-07-09,Home Office,Tulsa,Oklahoma,Central,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,19.86
2017-11-21,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 1975,12.96
2018-09-16,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1927,20.544
2017-07-19,Consumer,Hattiesburg,Mississippi,South,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58
2017-07-19,Consumer,Hattiesburg,Mississippi,South,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56
2017-07-19,Consumer,Hattiesburg,Mississippi,South,Office Supplies,Storage,Rogers Deluxe File Chest,87.92
2017-07-19,Consumer,Hattiesburg,Mississippi,South,Office Supplies,Paper,Xerox 1893,245.94
2017-07-19,Consumer,Hattiesburg,Mississippi,South,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,8.6
2017-07-19,Consumer,Hattiesburg,Mississippi,South,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,504.9
2018-09-15,Consumer,Los Angeles,California,West,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2357.488
2018-09-15,Consumer,Los Angeles,California,West,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,369.544
2018-09-15,Consumer,Los Angeles,California,West,Furniture,Chairs,Global Deluxe Steno Chair,184.752
2017-11-12,Corporate,Columbus,Ohio,East,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96
2017-11-12,Corporate,Columbus,Ohio,East,Office Supplies,Supplies,"Elite 5"" Scissors",13.52
2017-11-12,Corporate,Columbus,Ohio,East,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",458.43
2017-11-12,Corporate,Columbus,Ohio,East,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.136
2017-11-12,Corporate,Columbus,Ohio,East,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59
2015-10-12,Corporate,Caldwell,Idaho,West,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338.352
2015-10-12,Corporate,Caldwell,Idaho,West,Office Supplies,Paper,Xerox 1931,25.92
2015-10-12,Corporate,Caldwell,Idaho,West,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36
2015-12-13,Corporate,Phoenix,Arizona,West,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",87.96
2015-12-13,Corporate,Phoenix,Arizona,West,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214
2018-09-21,Consumer,Miami,Florida,South,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",12.294
2018-07-09,Consumer,Los Angeles,California,West,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76
2016-02-11,Consumer,Troy,New York,East,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",109.764
2018-11-12,Corporate,New Bedford,Massachusetts,East,Technology,Phones,Plantronics MX500i Earset,128.85
2018-01-04,Corporate,Florence,South Carolina,South,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95
2016-12-30,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1929,68.52
2016-12-30,Consumer,Los Angeles,California,West,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,74.94
2016-12-30,Consumer,Los Angeles,California,West,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2548.56
2016-12-30,Consumer,Los Angeles,California,West,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44
2016-12-30,Consumer,Los Angeles,California,West,Technology,Phones,Cisco SPA 502G IP Phone,287.88
2017-10-03,Home Office,Los Angeles,California,West,Office Supplies,Paper,Rediform Voice Mail Log Books,14.9
2017-10-03,Home Office,Los Angeles,California,West,Technology,Phones,Apple iPhone 5,4158.912
2015-06-04,Corporate,Los Angeles,California,West,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96
2015-06-04,Corporate,Los Angeles,California,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11
2015-06-04,Corporate,Los Angeles,California,West,Office Supplies,Paper,Xerox 211,19.44
2015-06-04,Corporate,Los Angeles,California,West,Office Supplies,Paper,Xerox 194,55.48
2015-05-10,Consumer,Columbus,Ohio,East,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,91.92
2017-08-13,Consumer,Kenner,Louisiana,South,Office Supplies,Appliances,Staple holder,17.34
2017-08-13,Consumer,Kenner,Louisiana,South,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98
2015-11-17,Consumer,Cedar Hill,Texas,Central,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08
2018-04-24,Corporate,Providence,Rhode Island,East,Technology,Accessories,V7 USB Numeric Keypad,69.98
